vehicle_id,driver_id,make,model,year,license_plate,vehicle_type,vehicle_category,capacity,created_at
2633,5251,Hyundai,Dzire,2017,MH98AB1122,UberBlack,Car,1,2023-05-10 19:37:35
2634,5252,Bajaj,Pulsar,2022,MH60AB9195,UberX,Bike,2,2024-04-27 04:20:33
2635,5253,Bajaj,Classic 350,2023,MH16AB9311,UberPool,Bike,2,2022-12-24 10:02:15
2636,5254,TVS,Ape,2022,MH23AB1923,UberBlack,Auto,2,2023-12-28 07:01:07
2637,5255,Honda,Innova,2018,MH15AB1233,UberX,Car,5,2024-06-05 19:38:27
2638,5260,Maruti,Ertiga,2021,MH37AB3302,UberPool,Car,5,2024-11-30 17:28:34
2639,5264,TVS,Ape,2022,MH67AB6418,UberPool,Auto,4,2023-09-25 17:47:07
2640,5266,Honda,Classic 350,2016,MH71AB3714,UberBlack,Bike,2,2025-03-15 15:29:33
2641,5269,TVS,King,2015,MH40AB5739,UberPool,Auto,4,2023-07-26 16:02:18
2642,5270,Bajaj,RE,2017,MH46AB7202,UberPool,Auto,6,2025-06-24 15:05:06
2643,5272,TVS,Ape,2019,MH18AB6475,UberPool,Auto,6,2023-08-18 19:44:10
2644,5274,Bajaj,Apache,2016,MH69AB6121,UberPool,Bike,2,2023-01-24 14:41:53
2645,5276,Hyundai,Swift,2023,MH56AB2773,UberBlack,Car,4,2025-05-08 08:56:01
2646,5278,Honda,Classic 350,2020,MH82AB6913,UberBlack,Bike,2,2023-10-20 04:37:17
2647,5279,TVS,Classic 350,2015,MH15AB4746,UberBlack,Bike,2,2024-06-23 14:39:37
2648,5283,Tata,Ertiga,2020,MH29AB3987,UberBlack,Car,4,2024-04-24 11:28:57
2649,5288,TVS,Ape,2019,MH91AB3288,UberX,Auto,1,2024-10-27 14:29:19
2650,5291,Bajaj,RE,2017,MH51AB2516,UberBlack,Auto,3,2023-10-14 12:41:46
2651,5292,TVS,Classic 350,2020,MH35AB8424,UberBlack,Bike,2,2024-04-23 11:49:09
2652,5293,Toyota,WagonR,2021,MH62AB1738,UberPool,Car,1,2023-07-23 13:57:15
2653,5294,Bajaj,Classic 350,2019,MH37AB1940,UberX,Bike,2,2024-11-25 21:01:26
2654,5295,TVS,RE,2023,MH19AB4615,UberPool,Auto,2,2024-11-26 08:39:09
2655,5296,Honda,i20,2017,MH25AB1264,UberBlack,Car,2,2023-07-27 21:25:48
2656,5297,Bajaj,Apache,2018,MH87AB3503,UberX,Bike,2,2023-10-31 15:18:48
2657,5298,Piaggio,King,2015,MH21AB6007,UberBlack,Auto,4,2024-12-01 01:03:51
2658,5299,Honda,Innova,2015,MH68AB8086,UberBlack,Car,6,2024-05-21 03:57:14
2659,5300,Piaggio,King,2018,MH87AB1891,UberBlack,Auto,4,2025-05-19 18:31:43
2660,5302,Bajaj,Ape,2019,MH73AB7600,UberPool,Auto,6,2023-06-25 22:19:31
2661,5304,Bajaj,RE,2022,MH74AB3553,UberPool,Auto,3,2025-07-03 07:50:25
2662,5306,Royal Enfield,Classic 350,2021,MH87AB6056,UberBlack,Bike,2,2022-09-17 23:47:19
2663,5310,Bajaj,King,2015,MH97AB6067,UberX,Auto,5,2022-11-24 23:55:38
2664,5312,Honda,Pulsar,2020,MH12AB9673,UberPool,Bike,2,2024-10-27 19:04:55
2665,5313,Honda,Pulsar,2020,MH91AB7998,UberX,Bike,2,2024-12-10 07:04:09
2666,5314,TVS,RE,2021,MH58AB3397,UberX,Auto,2,2023-11-08 13:04:24
2667,5315,Royal Enfield,Pulsar,2022,MH41AB5983,UberBlack,Bike,2,2023-12-02 08:40:18
2668,5317,Honda,Activa,2017,MH70AB1898,UberBlack,Bike,2,2024-01-04 06:19:43
2669,5318,TVS,King,2017,MH34AB4947,UberPool,Auto,6,2025-07-12 08:03:33
2670,5319,Royal Enfield,Classic 350,2021,MH23AB1753,UberPool,Bike,2,2025-06-27 23:55:32
2671,5321,Hyundai,i20,2021,MH21AB9959,UberX,Car,4,2022-08-08 05:20:24
2672,5322,TVS,RE,2023,MH80AB7326,UberBlack,Auto,6,2025-07-18 22:14:35
2673,5323,Piaggio,Ape,2022,MH88AB3775,UberPool,Auto,3,2023-04-12 16:18:43
2674,5325,TVS,RE,2018,MH97AB6901,UberX,Auto,5,2024-02-24 15:19:52
2675,5329,Honda,Apache,2021,MH21AB4760,UberBlack,Bike,2,2023-04-01 21:36:29
2676,5331,TVS,Splendor,2023,MH79AB4733,UberBlack,Bike,2,2024-12-25 10:19:54
2677,5333,Bajaj,RE,2023,MH41AB9920,UberX,Auto,1,2023-09-25 21:10:46
2678,5336,Honda,Pulsar,2019,MH70AB7894,UberBlack,Bike,2,2023-07-15 10:10:48
2679,5338,Toyota,Ertiga,2018,MH73AB9090,UberBlack,Car,2,2023-01-27 00:28:27
2680,5342,Piaggio,Ape,2015,MH21AB3584,UberX,Auto,1,2023-03-29 09:09:12
2681,5344,Tata,Dzire,2016,MH74AB7013,UberX,Car,1,2024-12-30 02:40:30
2682,5346,Toyota,Dzire,2016,MH56AB3488,UberX,Car,1,2024-03-04 01:20:42
2683,5347,Toyota,WagonR,2018,MH96AB2090,UberPool,Car,1,2023-10-02 11:28:14
2684,5348,Piaggio,RE,2016,MH31AB8946,UberX,Auto,2,2023-07-29 00:11:08
2685,5350,Maruti,i20,2021,MH71AB4068,UberX,Car,1,2023-02-08 21:14:37
2686,5351,Honda,Innova,2015,MH41AB2600,UberBlack,Car,4,2023-07-23 18:48:21
2687,5353,TVS,Classic 350,2015,MH10AB1093,UberBlack,Bike,2,2022-10-03 10:04:19
2688,5354,Honda,Ertiga,2016,MH69AB7163,UberPool,Car,2,2023-08-12 16:47:32
2689,5355,Hyundai,Innova,2023,MH40AB5213,UberX,Car,5,2024-03-07 09:49:13
2690,5357,Hero,Apache,2016,MH50AB5664,UberBlack,Bike,2,2023-05-10 09:31:02
2691,5359,TVS,Classic 350,2016,MH24AB8621,UberBlack,Bike,2,2025-02-11 06:20:43
2692,5360,Honda,WagonR,2015,MH27AB8907,UberX,Car,5,2023-11-30 20:45:52
2693,5361,Maruti,Innova,2015,MH15AB4889,UberBlack,Car,6,2024-07-05 03:31:56
2694,5362,Piaggio,RE,2023,MH35AB5637,UberBlack,Auto,6,2023-04-29 17:07:40
2695,5363,Piaggio,RE,2017,MH36AB3748,UberX,Auto,4,2025-04-22 09:48:34
2696,5367,Piaggio,RE,2015,MH57AB4517,UberX,Auto,3,2023-06-10 05:41:24
2697,5368,Bajaj,Ape,2018,MH27AB6739,UberX,Auto,6,2025-01-15 09:51:54
2698,5369,Royal Enfield,Pulsar,2020,MH28AB1703,UberX,Bike,2,2022-09-03 08:26:10
2699,5370,Toyota,Swift,2016,MH65AB8656,UberBlack,Car,3,2022-08-20 12:27:28
2700,5371,TVS,RE,2023,MH37AB3743,UberPool,Auto,4,2024-03-10 04:27:23
2701,5372,Bajaj,RE,2016,MH61AB8306,UberBlack,Auto,1,2024-06-27 19:43:56
2702,5373,Tata,WagonR,2023,MH62AB3223,UberBlack,Car,1,2023-05-19 05:26:19
2703,5375,Hyundai,Swift,2020,MH34AB9309,UberPool,Car,3,2024-10-09 18:14:41
2704,5376,Tata,WagonR,2018,MH12AB3795,UberX,Car,1,2025-06-14 22:06:59
2705,5378,Piaggio,King,2016,MH71AB6537,UberX,Auto,6,2023-04-08 00:03:53
2706,5382,Hyundai,Ertiga,2015,MH56AB4233,UberX,Car,5,2023-12-22 08:18:32
2707,5384,TVS,RE,2015,MH95AB6615,UberX,Auto,4,2023-04-25 02:37:15
2708,5392,TVS,Splendor,2023,MH43AB9221,UberPool,Bike,2,2023-10-26 05:14:12
2709,5393,Honda,Innova,2021,MH72AB8316,UberX,Car,2,2023-09-08 08:09:32
2710,5395,Honda,Apache,2021,MH67AB9063,UberX,Bike,2,2023-05-15 10:42:20
2711,5396,Bajaj,Ape,2018,MH13AB8364,UberPool,Auto,3,2023-06-21 17:48:01
2712,5398,TVS,RE,2020,MH75AB4805,UberPool,Auto,3,2023-08-12 11:28:37
2713,5404,Bajaj,RE,2022,MH30AB8239,UberX,Auto,4,2025-06-05 14:54:32
2714,5405,Piaggio,King,2018,MH27AB9986,UberX,Auto,5,2022-12-24 15:20:27
2715,5406,Maruti,Ertiga,2023,MH40AB3137,UberX,Car,3,2025-05-11 02:15:29
2716,5407,Maruti,Dzire,2016,MH34AB5188,UberX,Car,4,2022-12-17 14:03:52
2717,5408,Tata,i20,2015,MH19AB1647,UberPool,Car,1,2023-06-23 23:22:42
2718,5409,Hyundai,Swift,2021,MH50AB2052,UberX,Car,6,2023-05-23 06:36:48
2719,5410,TVS,Classic 350,2016,MH21AB8551,UberX,Bike,2,2024-07-08 18:18:25
2720,5412,TVS,King,2023,MH55AB8207,UberBlack,Auto,4,2024-08-24 23:29:41
2721,5413,Piaggio,King,2018,MH90AB2467,UberX,Auto,3,2023-06-27 15:30:25
2722,5414,Tata,Ertiga,2015,MH49AB5878,UberBlack,Car,6,2023-10-09 22:26:30
2723,5415,Toyota,i20,2023,MH25AB2023,UberX,Car,1,2023-03-09 20:17:20
2724,5416,TVS,Classic 350,2022,MH98AB7588,UberPool,Bike,2,2023-02-08 18:53:30
2725,5417,Royal Enfield,Splendor,2020,MH26AB5390,UberBlack,Bike,2,2024-06-17 18:35:24
2726,5418,Hero,Splendor,2022,MH14AB3511,UberX,Bike,2,2024-06-10 12:24:29
2727,5421,Royal Enfield,Apache,2020,MH19AB8916,UberPool,Bike,2,2025-01-19 12:43:24
2728,5424,Toyota,Dzire,2018,MH81AB1068,UberPool,Car,6,2024-07-12 15:33:00
2729,5426,Bajaj,Apache,2022,MH74AB3656,UberPool,Bike,2,2024-12-29 16:03:08
2730,5428,Bajaj,Apache,2018,MH29AB1971,UberBlack,Bike,2,2024-08-15 11:13:49
2731,5430,Honda,Pulsar,2023,MH44AB9587,UberBlack,Bike,2,2022-10-23 18:55:59
2732,5431,TVS,RE,2020,MH74AB9173,UberX,Auto,4,2025-02-26 21:44:55
2733,5432,Honda,i20,2018,MH37AB6561,UberBlack,Car,4,2025-03-20 07:25:21
2734,5433,Piaggio,RE,2017,MH99AB5176,UberX,Auto,5,2025-06-11 04:27:57
2735,5437,Honda,i20,2021,MH95AB7941,UberX,Car,6,2024-12-15 15:16:22
2736,5438,Piaggio,King,2021,MH46AB9744,UberPool,Auto,3,2025-05-02 03:39:00
2737,5441,Tata,Dzire,2023,MH39AB6228,UberBlack,Car,4,2023-09-24 00:24:39
2738,5445,TVS,RE,2018,MH87AB2268,UberBlack,Auto,6,2024-02-22 22:39:38
2739,5447,TVS,Ape,2022,MH61AB3720,UberX,Auto,4,2023-04-19 14:16:09
2740,5448,Hyundai,Dzire,2018,MH49AB1048,UberPool,Car,6,2023-03-10 09:30:33
2741,5451,Maruti,Swift,2021,MH64AB4185,UberX,Car,3,2022-09-20 16:09:22
2742,5452,Maruti,Innova,2017,MH21AB7134,UberPool,Car,6,2023-12-28 01:57:30
2743,5459,Hyundai,Ertiga,2020,MH32AB7809,UberX,Car,4,2025-01-11 16:45:57
2744,5462,Honda,i20,2021,MH33AB4557,UberX,Car,3,2024-08-20 14:03:08
2745,5464,Hero,Apache,2019,MH44AB6960,UberPool,Bike,2,2025-02-21 06:18:57
2746,5465,Bajaj,Ape,2019,MH36AB5438,UberPool,Auto,2,2024-11-02 04:13:26
2747,5467,Maruti,Swift,2022,MH53AB5344,UberBlack,Car,3,2025-07-03 23:15:56
2748,5468,Honda,Apache,2022,MH92AB5732,UberX,Bike,2,2024-11-08 13:59:24
2749,5470,Honda,i20,2019,MH32AB5919,UberPool,Car,2,2023-10-10 05:56:05
2750,5473,Bajaj,King,2016,MH30AB2822,UberX,Auto,4,2025-06-11 06:33:37
2751,5475,Royal Enfield,Activa,2017,MH42AB7347,UberPool,Bike,2,2024-02-26 17:33:41
2752,5476,Honda,i20,2023,MH66AB3843,UberPool,Car,4,2023-12-04 01:56:24
2753,5480,Bajaj,King,2018,MH93AB9655,UberPool,Auto,3,2023-11-20 08:30:49
2754,5483,Piaggio,RE,2020,MH40AB1034,UberX,Auto,4,2023-04-13 19:59:20
2755,5485,Hero,Apache,2020,MH93AB2233,UberBlack,Bike,2,2025-07-31 07:34:26
2756,5486,Hyundai,WagonR,2017,MH97AB4843,UberX,Car,3,2024-08-13 19:32:19
2757,5487,Honda,Pulsar,2019,MH51AB4220,UberX,Bike,2,2023-07-12 06:42:23
2758,5489,Honda,Swift,2017,MH42AB7627,UberPool,Car,2,2022-08-11 06:45:09
2759,5495,TVS,Ape,2021,MH31AB6055,UberX,Auto,6,2024-01-26 11:02:09
2760,5496,Maruti,Innova,2021,MH11AB7975,UberPool,Car,6,2024-10-17 00:11:23
2761,5498,Piaggio,King,2016,MH13AB7186,UberBlack,Auto,6,2023-01-23 15:35:12
2762,5500,Bajaj,Classic 350,2019,MH87AB2678,UberX,Bike,2,2024-05-04 22:04:14
2763,5501,Honda,WagonR,2015,MH59AB6540,UberX,Car,4,2023-08-02 01:01:53
2764,5504,Hyundai,WagonR,2016,MH54AB1147,UberX,Car,1,2025-04-09 05:15:57
2765,5505,Hyundai,Swift,2017,MH34AB2333,UberPool,Car,1,2022-08-19 05:15:35
2766,5506,Hyundai,Swift,2017,MH71AB3704,UberBlack,Car,5,2024-09-29 08:11:31
2767,5508,TVS,Ape,2018,MH91AB3189,UberX,Auto,2,2022-11-30 14:15:14
2768,5510,Honda,WagonR,2016,MH43AB9978,UberPool,Car,2,2025-04-21 16:36:26
2769,5511,Hero,Classic 350,2021,MH58AB8416,UberBlack,Bike,2,2024-10-21 23:43:31
2770,5513,Bajaj,Splendor,2015,MH92AB2105,UberPool,Bike,2,2023-07-26 06:02:00
2771,5517,Hyundai,Innova,2017,MH42AB7426,UberX,Car,6,2023-05-08 22:03:40
2772,5524,Bajaj,Classic 350,2017,MH41AB9736,UberPool,Bike,2,2024-10-26 10:18:18
2773,5527,Hyundai,i20,2020,MH31AB9500,UberBlack,Car,3,2023-02-04 05:00:18
2774,5531,Piaggio,Ape,2019,MH68AB6302,UberBlack,Auto,4,2024-02-09 21:40:21
2775,5532,TVS,RE,2022,MH99AB9254,UberX,Auto,5,2025-01-10 09:42:13
2776,5533,Maruti,Innova,2020,MH73AB8829,UberBlack,Car,4,2023-12-23 19:07:58
2777,5534,Piaggio,Ape,2023,MH36AB7388,UberPool,Auto,4,2024-07-17 13:06:51
2778,5535,Tata,Innova,2016,MH15AB7045,UberBlack,Car,2,2023-05-08 13:05:28
2779,5537,TVS,Ape,2023,MH23AB6184,UberX,Auto,3,2024-06-05 21:10:56
2780,5538,Honda,Swift,2018,MH53AB8104,UberBlack,Car,1,2024-06-29 18:11:52
2781,5543,Honda,Innova,2023,MH90AB7714,UberBlack,Car,6,2024-06-01 10:42:52
2782,5545,Royal Enfield,Splendor,2021,MH37AB6852,UberPool,Bike,2,2025-06-04 09:44:55
2783,5547,TVS,King,2015,MH72AB6351,UberX,Auto,2,2024-10-15 21:26:37
2784,5548,Maruti,Swift,2023,MH47AB3122,UberPool,Car,2,2024-08-20 02:38:12
2785,5549,Bajaj,King,2019,MH93AB5681,UberX,Auto,5,2025-01-04 11:39:45
2786,5551,Toyota,Innova,2020,MH84AB5806,UberX,Car,5,2024-12-05 14:26:28
2787,5552,Honda,Pulsar,2020,MH61AB7119,UberX,Bike,2,2024-07-27 04:57:19
2788,5554,Bajaj,Apache,2018,MH70AB8424,UberBlack,Bike,2,2024-04-21 12:31:17
2789,5560,TVS,RE,2022,MH63AB6939,UberPool,Auto,4,2022-09-29 11:34:26
2790,5561,Tata,Innova,2023,MH55AB3534,UberPool,Car,1,2024-01-17 06:05:48
2791,5563,Toyota,Innova,2023,MH47AB7869,UberPool,Car,5,2025-03-01 02:54:45
2792,5564,Bajaj,RE,2022,MH51AB3783,UberX,Auto,4,2022-12-24 11:08:21
2793,5566,Piaggio,RE,2019,MH82AB8014,UberPool,Auto,2,2023-03-03 09:07:41
2794,5567,Honda,WagonR,2022,MH42AB1864,UberX,Car,1,2025-05-03 04:38:50
2795,5568,Honda,Innova,2019,MH14AB8170,UberX,Car,1,2024-07-06 21:53:54
2796,5569,TVS,RE,2020,MH83AB2345,UberX,Auto,3,2025-01-01 02:37:36
2797,5572,Tata,i20,2020,MH70AB6245,UberX,Car,6,2024-09-11 08:37:06
2798,5574,TVS,RE,2018,MH96AB8898,UberPool,Auto,6,2023-03-07 06:57:09
2799,5575,Hyundai,Dzire,2019,MH63AB2152,UberPool,Car,2,2024-09-20 20:55:13
2800,5576,TVS,Ape,2017,MH12AB5442,UberX,Auto,5,2024-12-06 11:11:28
2801,5577,Bajaj,Splendor,2021,MH41AB4350,UberPool,Bike,2,2023-03-17 15:34:55
2802,5579,Hero,Splendor,2023,MH86AB9162,UberBlack,Bike,2,2023-09-03 17:07:00
2803,5580,Bajaj,Classic 350,2017,MH76AB3941,UberBlack,Bike,2,2024-06-01 10:54:46
2804,5582,TVS,Activa,2018,MH94AB4580,UberBlack,Bike,2,2023-06-11 01:31:53
2805,5583,Bajaj,King,2016,MH88AB2080,UberPool,Auto,1,2024-01-26 07:25:37
2806,5584,Hero,Pulsar,2018,MH96AB4791,UberX,Bike,2,2024-12-15 16:52:09
2807,5585,TVS,King,2019,MH21AB9669,UberBlack,Auto,3,2025-06-03 05:24:09
2808,5589,Tata,Ertiga,2021,MH16AB3961,UberBlack,Car,1,2024-01-23 14:02:37
2809,5590,Piaggio,RE,2016,MH38AB8720,UberBlack,Auto,5,2025-07-31 17:50:49
2810,5591,Toyota,Ertiga,2016,MH14AB4936,UberPool,Car,4,2025-03-04 05:26:23
2811,5592,Piaggio,King,2022,MH68AB8598,UberPool,Auto,2,2023-07-10 20:16:31
2812,5598,TVS,Classic 350,2021,MH49AB6850,UberPool,Bike,2,2023-03-18 06:12:58
2813,5599,TVS,Activa,2015,MH36AB5099,UberBlack,Bike,2,2022-11-24 15:41:04
2814,5601,Honda,Innova,2019,MH35AB6869,UberBlack,Car,6,2022-11-04 18:34:11
2815,5606,Maruti,Swift,2017,MH58AB4347,UberBlack,Car,3,2025-03-28 11:18:20
2816,5609,Bajaj,Pulsar,2015,MH78AB3216,UberX,Bike,2,2024-12-16 14:46:35
2817,5611,Bajaj,RE,2016,MH36AB6983,UberBlack,Auto,6,2024-01-01 20:57:47
2818,5613,Hyundai,Ertiga,2023,MH50AB6510,UberBlack,Car,1,2024-02-01 08:49:43
2819,5614,Hero,Pulsar,2021,MH42AB1284,UberPool,Bike,2,2024-03-29 01:27:34
2820,5615,Tata,Swift,2021,MH66AB5611,UberBlack,Car,1,2023-12-19 08:59:42
2821,5617,Hero,Apache,2019,MH74AB8823,UberPool,Bike,2,2024-08-20 23:16:44
2822,5618,Maruti,WagonR,2019,MH81AB5008,UberBlack,Car,3,2024-03-30 18:04:18
2823,5621,Bajaj,King,2022,MH41AB1893,UberX,Auto,5,2024-11-30 08:12:58
2824,5622,Hero,Classic 350,2020,MH71AB3766,UberPool,Bike,2,2022-08-22 15:22:53
2825,5624,Maruti,Dzire,2018,MH56AB9310,UberBlack,Car,2,2023-01-31 20:38:36
2826,5626,Royal Enfield,Splendor,2017,MH57AB9948,UberX,Bike,2,2024-09-15 16:38:42
2827,5629,TVS,Ape,2023,MH87AB2386,UberBlack,Auto,6,2024-11-09 19:45:07
2828,5630,Piaggio,King,2020,MH20AB7292,UberBlack,Auto,6,2023-03-10 16:44:27
2829,5631,Honda,Activa,2016,MH99AB5526,UberPool,Bike,2,2025-02-19 05:12:50
2830,5632,TVS,Apache,2021,MH42AB6266,UberX,Bike,2,2025-04-25 08:03:30
2831,5633,Honda,Swift,2015,MH43AB2188,UberPool,Car,2,2023-04-28 15:48:32
2832,5634,Bajaj,Activa,2021,MH73AB9820,UberPool,Bike,2,2024-05-22 13:42:33
2833,5635,TVS,Classic 350,2015,MH18AB9226,UberBlack,Bike,2,2024-09-30 09:50:42
2834,5637,Royal Enfield,Activa,2020,MH15AB3046,UberBlack,Bike,2,2024-11-26 20:13:34
2835,5638,Royal Enfield,Classic 350,2015,MH88AB4743,UberPool,Bike,2,2025-03-19 10:59:34
2836,5639,Bajaj,Apache,2015,MH26AB9249,UberBlack,Bike,2,2024-10-22 03:43:27
2837,5641,Maruti,Ertiga,2019,MH95AB2256,UberPool,Car,4,2024-02-28 11:24:16
2838,5643,Bajaj,Ape,2022,MH40AB5421,UberBlack,Auto,4,2022-12-10 20:01:56
2839,5647,Toyota,Swift,2021,MH22AB4630,UberBlack,Car,3,2024-02-06 14:36:45
2840,5648,Tata,i20,2017,MH97AB2438,UberPool,Car,3,2024-01-24 07:53:52
2841,5650,Royal Enfield,Apache,2017,MH72AB6657,UberPool,Bike,2,2025-04-12 07:23:51
2842,5652,Bajaj,Ape,2023,MH95AB4296,UberX,Auto,5,2023-01-09 07:41:32
2843,5656,Royal Enfield,Activa,2020,MH21AB6817,UberBlack,Bike,2,2025-02-02 22:07:08
2844,5657,Tata,WagonR,2023,MH75AB2150,UberPool,Car,3,2024-04-05 17:57:36
2845,5659,TVS,RE,2020,MH56AB7813,UberBlack,Auto,4,2024-01-03 05:08:25
2846,5662,Tata,WagonR,2023,MH84AB5940,UberX,Car,5,2024-06-16 16:47:08
2847,5663,Tata,Ertiga,2018,MH59AB5110,UberPool,Car,6,2025-05-30 23:55:39
2848,5664,Hyundai,i20,2020,MH50AB2956,UberBlack,Car,4,2024-12-19 23:40:20
2849,5667,Maruti,Dzire,2018,MH85AB6475,UberPool,Car,2,2022-12-02 14:46:40
2850,5670,Toyota,Innova,2020,MH19AB9368,UberX,Car,3,2024-05-02 08:32:43
2851,5671,Honda,Classic 350,2016,MH85AB3107,UberX,Bike,2,2025-05-04 19:42:48
2852,5672,Tata,i20,2022,MH49AB7354,UberBlack,Car,4,2025-03-09 08:45:33
2853,5676,TVS,Ape,2022,MH83AB9314,UberBlack,Auto,5,2023-01-25 10:59:52
2854,5677,Bajaj,Splendor,2021,MH38AB1957,UberPool,Bike,2,2024-07-31 00:39:57
2855,5678,Tata,Ertiga,2015,MH43AB4356,UberPool,Car,5,2023-03-27 15:51:57
2856,5679,Toyota,Innova,2016,MH64AB5103,UberX,Car,2,2023-06-03 17:29:23
2857,5681,Maruti,Dzire,2022,MH46AB7641,UberBlack,Car,6,2023-02-01 16:55:41
2858,5683,Maruti,WagonR,2021,MH36AB2768,UberBlack,Car,1,2023-08-28 16:58:57
2859,5684,Piaggio,King,2018,MH69AB1278,UberBlack,Auto,3,2025-07-28 05:59:34
2860,5685,TVS,RE,2021,MH10AB7882,UberX,Auto,2,2022-09-13 23:42:18
2861,5688,Maruti,WagonR,2018,MH54AB7835,UberPool,Car,2,2023-09-20 14:30:28
2862,5689,Piaggio,King,2022,MH68AB7122,UberPool,Auto,5,2023-02-12 11:07:12
2863,5690,TVS,RE,2023,MH49AB2063,UberX,Auto,3,2023-12-31 14:12:28
2864,5692,Maruti,Dzire,2017,MH70AB4329,UberX,Car,2,2023-08-23 04:04:11
2865,5693,Hyundai,i20,2017,MH66AB5990,UberBlack,Car,4,2024-01-30 16:05:53
2866,5695,Hyundai,Dzire,2018,MH53AB7769,UberX,Car,1,2023-11-20 19:38:39
2867,5697,Piaggio,Ape,2017,MH11AB4978,UberBlack,Auto,1,2024-10-19 22:02:47
2868,5702,TVS,Ape,2020,MH74AB7767,UberX,Auto,6,2023-01-07 08:02:16
2869,5703,Honda,Innova,2018,MH93AB2049,UberBlack,Car,1,2023-05-24 03:21:48
2870,5704,Toyota,i20,2016,MH69AB8936,UberBlack,Car,1,2024-08-04 03:14:08
2871,5705,Tata,WagonR,2021,MH60AB4744,UberPool,Car,6,2022-10-11 23:20:21
2872,5707,Piaggio,King,2022,MH32AB9308,UberX,Auto,6,2023-05-13 14:19:15
2873,5709,Toyota,WagonR,2020,MH84AB9444,UberPool,Car,3,2024-06-01 02:05:22
2874,5710,Toyota,Dzire,2022,MH88AB1806,UberBlack,Car,2,2024-10-11 22:50:21
2875,5716,Piaggio,Ape,2019,MH13AB4685,UberPool,Auto,3,2025-01-24 20:21:16
2876,5717,Hyundai,Ertiga,2018,MH95AB2763,UberBlack,Car,2,2025-05-20 14:27:46
2877,5721,Hyundai,Ertiga,2020,MH26AB8343,UberBlack,Car,3,2023-05-10 01:48:41
2878,5724,Royal Enfield,Splendor,2020,MH16AB5088,UberX,Bike,2,2022-11-01 07:25:37
2879,5726,Royal Enfield,Activa,2022,MH81AB2009,UberPool,Bike,2,2022-08-31 21:26:08
2880,5727,Toyota,Ertiga,2021,MH52AB3486,UberPool,Car,5,2024-01-15 05:24:00
2881,5728,Honda,Activa,2016,MH74AB6825,UberX,Bike,2,2024-12-06 12:28:02
2882,5732,Piaggio,Ape,2018,MH74AB9237,UberX,Auto,1,2023-04-21 00:34:31
2883,5733,Bajaj,King,2016,MH45AB8648,UberPool,Auto,4,2022-10-22 14:31:05
2884,5736,TVS,Activa,2016,MH41AB7552,UberBlack,Bike,2,2025-03-13 01:16:09
2885,5738,Tata,Innova,2022,MH62AB6675,UberX,Car,5,2023-08-16 09:25:25
2886,5741,Toyota,Ertiga,2021,MH23AB6370,UberBlack,Car,3,2024-01-22 23:27:50
2887,5742,Piaggio,Ape,2015,MH26AB5995,UberBlack,Auto,3,2024-07-05 06:36:21
2888,5743,TVS,RE,2019,MH50AB8504,UberPool,Auto,4,2023-11-01 16:01:25
2889,5744,Hero,Pulsar,2023,MH78AB8158,UberPool,Bike,2,2023-10-22 05:59:27
2890,5747,TVS,RE,2015,MH84AB2481,UberBlack,Auto,3,2022-11-14 19:35:41
2891,5748,TVS,Ape,2021,MH66AB9447,UberX,Auto,2,2024-11-02 21:41:44
2892,5749,Honda,Ertiga,2020,MH85AB4084,UberPool,Car,1,2023-01-16 03:21:01
2893,5751,Honda,Innova,2016,MH29AB8531,UberX,Car,4,2023-10-22 10:27:02
2894,5752,Hero,Activa,2020,MH95AB4764,UberPool,Bike,2,2024-05-08 10:08:49
2895,5754,Honda,WagonR,2023,MH15AB8181,UberX,Car,1,2025-02-09 16:17:22
2896,5755,Bajaj,RE,2018,MH91AB4517,UberBlack,Auto,5,2025-05-30 21:27:39
2897,5757,Maruti,Dzire,2015,MH83AB7994,UberPool,Car,4,2024-01-19 21:59:32
2898,5760,Bajaj,Classic 350,2017,MH12AB4266,UberBlack,Bike,2,2025-06-26 21:59:20
2899,5761,Bajaj,Apache,2019,MH74AB4666,UberPool,Bike,2,2025-04-21 10:44:14
2900,5762,Royal Enfield,Classic 350,2015,MH68AB2648,UberBlack,Bike,2,2022-10-14 22:44:26
2901,5763,Piaggio,RE,2020,MH61AB6340,UberPool,Auto,3,2024-08-13 21:10:14
2902,5764,Honda,WagonR,2022,MH71AB1556,UberPool,Car,3,2022-11-13 20:07:31
2903,5765,Royal Enfield,Pulsar,2018,MH19AB7430,UberPool,Bike,2,2023-11-14 21:10:37
2904,5768,Piaggio,RE,2020,MH44AB7974,UberBlack,Auto,6,2022-11-22 21:41:09
2905,5772,TVS,Ape,2018,MH94AB1820,UberPool,Auto,5,2024-03-07 00:40:36
2906,5774,TVS,Ape,2016,MH17AB3635,UberPool,Auto,2,2024-09-23 13:05:44
2907,5775,Toyota,i20,2017,MH64AB7874,UberX,Car,3,2022-10-28 23:21:41
2908,5779,Royal Enfield,Activa,2015,MH97AB1535,UberBlack,Bike,2,2023-09-06 07:07:59
2909,5780,Honda,Splendor,2019,MH11AB2484,UberPool,Bike,2,2024-05-15 11:48:13
2910,5781,Hero,Apache,2022,MH11AB1669,UberX,Bike,2,2024-02-02 10:11:43
2911,5782,Honda,Ertiga,2015,MH14AB8385,UberX,Car,5,2024-07-12 13:32:33
