trip_id,user_id,driver_id,start_location_id,end_location_id,start_time,end_time,trip_type,fare,distance_km,rating,status
5789,6024,6200,45,1853,2024-05-12 05:52:29,2024-05-12 06:30:29,UberX,457.74,18.03,3.87,Completed
5790,5966,2806,5964,3341,2024-01-17 19:28:13,2024-01-17 19:58:13,UberBlack,182.21,14.36,3.75,Completed
5791,7528,3484,5980,1359,2023-08-14 05:53:17,2023-08-14 06:14:17,UberX,122.51,7.03,4.3,Completed
5792,2657,7957,5990,4380,2023-11-23 06:46:21,2023-11-23 07:02:21,UberPool,486.59,18.7,3.86,Completed
5793,9775,8420,2054,6449,2023-09-11 10:15:15,2023-09-11 10:40:15,UberX,534.79,19.31,3.68,Completed
5794,4,2485,1089,5419,2024-12-14 11:32:47,2024-12-14 11:40:47,UberPool,526.88,2.56,4.53,Completed
5795,8970,6562,4650,9426,2024-01-20 07:24:41,2024-01-20 08:04:41,UberBlack,719.08,16.04,4.69,Completed
5796,5074,1586,9531,6104,2024-01-14 08:12:59,2024-01-14 08:24:59,UberBlack,667.93,19.83,4.8,Completed
5797,2570,2909,6667,6824,2023-09-24 22:33:43,2023-09-24 23:14:43,UberX,563.82,12.0,4.25,Completed
5798,4222,6679,163,5426,2025-01-12 00:23:02,2025-01-12 01:06:02,UberX,152.28,8.78,3.97,No Show
5799,3911,9221,4541,8469,2024-04-24 08:18:18,2024-04-24 08:56:18,UberX,158.38,10.63,4.11,Completed
5800,2410,8041,7300,2479,2024-03-27 12:37:28,2024-03-27 13:20:28,UberPool,635.05,6.88,3.94,Cancelled
5801,1166,2887,7116,1034,2023-11-05 01:33:30,2023-11-05 01:38:30,UberX,694.4,13.89,4.01,Completed
5802,8435,8533,4569,68,2024-02-01 14:33:57,2024-02-01 15:02:57,UberBlack,479.76,16.1,3.73,Completed
5803,1329,8720,3686,4164,2024-10-18 11:19:51,2024-10-18 11:28:51,UberPool,775.81,18.3,4.24,Completed
5804,2792,1233,3580,6730,2025-04-23 11:14:11,2025-04-23 11:30:11,UberBlack,798.21,6.6,3.69,Completed
5805,1158,7027,283,6466,2024-01-08 13:36:12,2024-01-08 14:02:12,UberBlack,695.52,10.83,3.7,Completed
5806,9232,37,8590,3451,2024-09-06 21:24:22,2024-09-06 22:06:22,UberBlack,674.95,4.69,3.94,Cancelled
5807,7920,4804,3056,9830,2024-05-07 04:27:49,2024-05-07 05:08:49,UberX,514.31,4.81,4.66,Completed
5808,3883,4303,8524,6776,2023-08-29 18:28:29,2023-08-29 18:38:29,UberBlack,663.51,5.6,4.97,Completed
5809,4859,6611,8476,3354,2025-06-05 05:07:38,2025-06-05 05:37:38,UberX,448.09,10.11,3.61,Completed
5810,6531,597,1212,2066,2024-01-18 22:40:05,2024-01-18 23:21:05,UberPool,239.92,3.18,4.03,No Show
5811,7993,7570,5398,8042,2024-07-27 04:11:08,2024-07-27 04:37:08,UberBlack,156.86,7.69,4.0,Completed
5812,1109,6891,8600,2472,2024-10-19 18:09:55,2024-10-19 18:23:55,UberBlack,175.8,11.27,3.51,Completed
5813,8201,6928,3079,3742,2024-08-23 13:58:42,2024-08-23 14:15:42,UberX,499.38,4.36,4.7,Completed
5814,7867,2556,1945,8916,2025-03-15 10:58:11,2025-03-15 11:10:11,UberX,665.34,2.08,4.96,Completed
5815,1651,7628,8111,9645,2023-08-13 18:37:54,2023-08-13 18:47:54,UberPool,394.34,12.67,4.62,Completed
5816,7117,3770,9181,7259,2023-12-31 15:42:05,2023-12-31 15:48:05,UberBlack,149.4,14.8,4.38,Completed
5817,7980,9872,6606,7704,2024-04-11 13:07:30,2024-04-11 13:35:30,UberBlack,630.05,7.31,4.91,Completed
5818,9976,3807,6071,2133,2024-03-27 07:00:54,2024-03-27 07:36:54,UberX,266.99,4.68,3.82,Completed
5819,4868,2989,3327,9175,2025-05-25 14:01:05,2025-05-25 14:22:05,UberX,290.18,2.81,4.74,Cancelled
5820,939,7628,3980,9411,2024-11-01 15:03:44,2024-11-01 15:30:44,UberBlack,238.3,4.76,3.77,Completed
5821,2516,9309,3365,6971,2025-07-17 22:41:33,2025-07-17 23:14:33,UberX,479.93,19.11,3.74,Completed
5822,2471,7149,9702,3349,2023-10-27 03:35:33,2023-10-27 04:16:33,UberPool,238.84,8.27,3.72,Completed
5823,9099,2751,8,4984,2025-03-18 14:27:25,2025-03-18 14:44:25,UberX,771.9,19.44,4.61,No Show
5824,8378,3841,1075,8090,2024-05-12 11:10:30,2024-05-12 11:44:30,UberPool,457.17,18.09,4.69,Completed
5825,4222,1478,5934,1273,2025-06-19 09:29:23,2025-06-19 10:06:23,UberX,529.88,9.1,4.13,No Show
5826,8105,6167,1435,3748,2025-02-12 06:47:32,2025-02-12 07:00:32,UberPool,705.58,18.17,4.99,Completed
5827,8653,2359,9609,2189,2024-08-25 03:12:18,2024-08-25 03:32:18,UberX,546.14,13.39,3.56,Completed
5828,4771,9853,9770,2670,2024-04-11 20:59:31,2024-04-11 21:24:31,UberBlack,465.39,3.32,3.55,Completed
5829,777,2139,9854,9888,2023-11-01 03:24:04,2023-11-01 04:04:04,UberBlack,721.76,13.48,3.62,Completed
5830,8760,8668,5030,6783,2024-02-24 20:00:53,2024-02-24 20:32:53,UberX,66.34,16.33,3.74,Completed
5831,6745,5495,8237,7650,2025-02-10 01:18:17,2025-02-10 01:47:17,UberPool,69.59,9.94,3.74,Completed
5832,5737,6177,4217,6779,2023-08-15 20:38:43,2023-08-15 20:57:43,UberBlack,736.25,8.14,4.9,Completed
5833,9476,7697,5601,2559,2025-05-24 14:28:52,2025-05-24 14:56:52,UberX,720.58,2.42,4.79,Completed
5834,8366,7385,6005,2003,2024-03-04 20:43:45,2024-03-04 20:57:45,UberX,286.28,1.82,4.22,Completed
5835,8215,9751,2628,8360,2024-02-18 22:14:37,2024-02-18 22:35:37,UberX,110.08,8.29,4.81,Completed
5836,3485,5538,2327,4954,2024-03-28 11:08:40,2024-03-28 11:25:40,UberX,432.23,6.52,4.44,Completed
5837,1695,8098,9721,6431,2025-03-27 04:11:59,2025-03-27 04:50:59,UberPool,363.29,19.14,4.92,Completed
5838,4568,578,3816,1608,2024-04-20 20:50:25,2024-04-20 21:08:25,UberPool,731.93,16.0,4.57,Completed
5839,5358,6503,8312,1329,2024-12-12 15:09:50,2024-12-12 15:43:50,UberPool,484.59,10.52,4.43,Completed
5840,8567,4689,7454,2484,2024-01-12 15:22:03,2024-01-12 15:48:03,UberX,217.43,6.9,4.53,Completed
5841,4591,2231,7341,9195,2024-08-21 11:39:27,2024-08-21 12:19:27,UberPool,386.66,11.95,4.29,No Show
5842,3315,2224,7826,8648,2024-06-07 09:00:25,2024-06-07 09:09:25,UberX,123.04,14.03,3.65,Completed
5843,4494,8390,869,6218,2023-09-21 17:12:04,2023-09-21 17:30:04,UberBlack,293.89,1.61,4.26,Completed
5844,9243,6814,7174,8509,2025-04-06 17:28:27,2025-04-06 18:00:27,UberBlack,433.6,7.62,4.44,Completed
5845,330,7910,5147,9810,2025-01-01 01:29:45,2025-01-01 01:48:45,UberX,197.1,1.18,3.78,Completed
5846,7407,415,8852,3876,2023-09-21 18:25:05,2023-09-21 18:57:05,UberX,780.69,12.7,3.96,Cancelled
5847,9085,6507,3571,4904,2025-06-29 16:57:12,2025-06-29 17:27:12,UberBlack,549.4,2.95,3.71,Completed
5848,9101,542,3311,1454,2024-06-19 19:40:32,2024-06-19 19:55:32,UberBlack,534.86,8.71,4.81,Completed
5849,5822,4329,2149,7270,2024-08-07 13:09:05,2024-08-07 13:28:05,UberPool,148.0,17.19,3.66,Cancelled
5850,1333,1249,2342,4024,2024-07-25 20:51:45,2024-07-25 21:23:45,UberBlack,199.61,19.07,3.82,Completed
5851,8007,2459,845,6901,2025-07-16 06:00:47,2025-07-16 06:14:47,UberBlack,610.18,14.75,4.53,Completed
5852,3892,5617,3539,3974,2025-05-11 14:18:15,2025-05-11 15:01:15,UberBlack,61.07,17.99,4.85,Completed
5853,6060,6465,1498,4947,2025-04-04 08:25:33,2025-04-04 08:57:33,UberX,188.17,5.29,3.84,Completed
5854,6894,1733,9300,5726,2025-07-17 08:56:35,2025-07-17 09:34:35,UberBlack,326.9,8.5,4.35,Completed
5855,3350,3621,4710,8384,2024-02-07 16:25:53,2024-02-07 16:39:53,UberPool,357.45,16.25,4.9,Completed
5856,404,260,5559,7884,2024-01-18 07:04:55,2024-01-18 07:22:55,UberPool,575.26,5.06,4.49,Completed
5857,7656,2054,453,7612,2023-08-10 03:30:04,2023-08-10 04:14:04,UberPool,302.66,4.16,4.2,Completed
5858,8387,9363,2774,3937,2024-06-01 20:18:37,2024-06-01 20:56:37,UberPool,59.11,4.7,4.33,Completed
5859,7939,7644,5903,7678,2024-06-13 10:03:58,2024-06-13 10:33:58,UberX,701.25,10.87,4.95,Completed
5860,9155,7990,2890,6668,2024-05-15 09:00:10,2024-05-15 09:26:10,UberX,104.27,18.19,4.03,Completed
5861,5746,4027,963,9485,2024-04-28 22:27:07,2024-04-28 23:12:07,UberBlack,735.77,9.84,4.83,Completed
5862,4602,1702,7330,7578,2024-06-27 03:18:55,2024-06-27 03:49:55,UberBlack,529.62,16.8,4.01,Completed
5863,8152,2887,7671,2211,2025-07-18 02:43:35,2025-07-18 02:59:35,UberPool,111.74,6.93,4.84,Completed
5864,5005,7647,8046,5531,2025-05-11 09:51:08,2025-05-11 10:36:08,UberPool,116.13,17.08,3.77,Completed
5865,2428,1653,9518,3401,2023-12-24 21:13:38,2023-12-24 21:26:38,UberBlack,452.3,12.28,4.47,Completed
5866,2893,5621,9905,2318,2023-10-16 13:16:49,2023-10-16 13:38:49,UberBlack,410.87,8.5,4.91,Completed
5867,7510,1983,6893,8532,2023-11-23 00:46:46,2023-11-23 01:09:46,UberX,130.25,9.52,4.88,Completed
5868,2584,6298,7005,8410,2024-05-27 02:16:45,2024-05-27 02:42:45,UberBlack,309.66,15.32,3.96,Completed
5869,7131,1778,8105,2742,2023-10-19 00:02:48,2023-10-19 00:17:48,UberX,654.25,2.75,4.14,Completed
5870,7741,8522,8415,6649,2023-12-29 18:35:13,2023-12-29 18:57:13,UberPool,519.23,18.47,4.31,Completed
5871,6430,5755,6516,9201,2024-08-01 18:26:25,2024-08-01 18:49:25,UberPool,511.29,1.4,4.81,Completed
5872,2777,6234,2590,5246,2023-10-09 11:33:12,2023-10-09 11:57:12,UberPool,399.29,15.43,4.54,Completed
5873,3849,8162,5284,2114,2024-06-07 16:17:54,2024-06-07 16:42:54,UberBlack,399.22,1.19,4.13,Completed
5874,9391,5424,5415,8479,2024-03-27 12:13:36,2024-03-27 12:27:36,UberX,674.89,18.76,4.65,Completed
5875,7248,8228,6326,9292,2023-08-19 23:29:38,2023-08-19 23:48:38,UberPool,278.11,6.2,4.63,Completed
5876,8094,9352,9489,2760,2024-02-13 17:37:03,2024-02-13 18:04:03,UberBlack,704.07,11.5,4.85,Completed
5877,7688,2988,9104,6860,2023-12-04 16:02:07,2023-12-04 16:18:07,UberPool,489.89,17.98,4.78,Cancelled
5878,4756,1080,8111,4961,2025-06-23 18:33:30,2025-06-23 18:58:30,UberX,661.03,10.18,3.93,Completed
5879,1218,5741,3341,1769,2025-04-26 10:57:44,2025-04-26 11:04:44,UberX,121.18,17.13,3.67,Completed
5880,6924,1801,3587,1300,2025-04-06 07:39:16,2025-04-06 07:58:16,UberX,104.21,7.62,4.65,Completed
5881,7820,7415,1026,1195,2024-03-01 03:10:45,2024-03-01 03:29:45,UberBlack,218.72,3.52,3.59,Completed
5882,137,7162,3768,9376,2024-10-15 08:18:23,2024-10-15 08:47:23,UberPool,714.58,19.42,3.85,Completed
5883,288,2297,6078,2370,2024-07-23 07:40:24,2024-07-23 08:08:24,UberX,334.74,18.96,4.37,Cancelled
5884,1368,5426,5541,3879,2024-12-03 08:47:22,2024-12-03 09:31:22,UberBlack,414.47,2.14,4.48,Completed
5885,6401,1690,9176,6921,2025-03-03 10:45:58,2025-03-03 11:16:58,UberX,135.65,11.16,4.5,Completed
5886,2635,929,9258,4757,2025-01-22 21:18:45,2025-01-22 21:25:45,UberBlack,360.47,10.57,4.53,Cancelled
5887,2326,8583,4341,547,2024-01-06 07:09:50,2024-01-06 07:31:50,UberBlack,163.12,17.89,3.66,Completed
5888,6794,4349,3406,4359,2024-05-01 00:50:22,2024-05-01 01:31:22,UberX,391.15,7.23,4.19,Completed
5889,2112,5407,6105,3056,2024-07-29 00:34:28,2024-07-29 01:00:28,UberBlack,373.18,10.73,4.23,Completed
5890,1467,7882,1803,7594,2023-08-25 10:36:33,2023-08-25 11:06:33,UberX,206.18,9.23,4.62,Completed
5891,6075,1020,1085,5510,2023-09-06 11:39:07,2023-09-06 12:21:07,UberPool,736.65,3.75,3.9,Completed
5892,5262,9306,8457,5938,2025-04-23 16:32:16,2025-04-23 16:58:16,UberBlack,648.35,4.98,3.53,Completed
5893,6687,3454,3101,7174,2025-05-27 03:50:33,2025-05-27 04:20:33,UberX,662.16,7.42,4.4,Completed
5894,1310,5710,6690,509,2023-09-03 00:43:08,2023-09-03 01:24:08,UberPool,101.45,19.93,4.71,Completed
5895,3401,4544,8580,2869,2025-04-07 12:01:24,2025-04-07 12:18:24,UberBlack,168.72,9.6,4.84,Completed
5896,5844,5664,4208,7909,2024-07-31 12:29:48,2024-07-31 12:41:48,UberBlack,413.56,6.74,4.16,Completed
5897,8666,7930,8997,1714,2023-09-28 18:10:18,2023-09-28 18:20:18,UberX,74.16,14.49,3.52,Completed
5898,4090,3305,8169,990,2023-10-17 17:14:26,2023-10-17 17:43:26,UberBlack,738.49,17.6,4.89,Completed
5899,9132,3025,2838,1597,2025-06-16 07:34:40,2025-06-16 08:08:40,UberPool,265.85,12.78,4.73,No Show
5900,6560,3642,7255,7056,2025-06-06 15:35:35,2025-06-06 15:45:35,UberPool,132.75,12.15,4.13,Completed
5901,7134,7168,6166,7787,2024-07-04 15:13:59,2024-07-04 15:24:59,UberPool,782.58,3.02,4.71,Completed
5902,9243,1916,2326,747,2025-02-28 02:09:05,2025-02-28 02:21:05,UberBlack,381.17,19.16,4.23,Completed
5903,4931,5338,5152,9680,2024-10-27 14:19:06,2024-10-27 14:48:06,UberBlack,113.83,11.72,3.74,Completed
5904,4051,9787,4891,6965,2025-06-06 03:00:04,2025-06-06 03:35:04,UberPool,770.32,10.89,4.3,Completed
5905,5785,8311,1438,3074,2023-10-09 17:30:51,2023-10-09 17:59:51,UberX,216.19,2.48,4.24,Completed
5906,3307,9990,1648,1586,2024-07-21 03:56:19,2024-07-21 04:32:19,UberX,409.03,16.48,4.97,Completed
5907,3818,6815,6235,9344,2025-07-03 01:55:01,2025-07-03 02:13:01,UberPool,797.33,14.42,4.36,Cancelled
5908,833,4077,3184,3364,2025-07-22 03:34:31,2025-07-22 03:54:31,UberPool,363.31,1.77,4.08,Completed
5909,6577,8121,1118,1013,2024-03-09 02:04:53,2024-03-09 02:23:53,UberX,291.15,12.9,3.82,Completed
5910,2812,8034,9689,7670,2023-10-22 07:51:24,2023-10-22 07:56:24,UberX,137.85,5.74,4.5,No Show
5911,9330,8377,4991,8981,2024-10-14 04:01:10,2024-10-14 04:07:10,UberX,228.68,8.62,3.51,Completed
5912,9949,1830,6957,2363,2024-07-11 09:25:15,2024-07-11 09:39:15,UberX,356.31,13.77,4.62,Completed
5913,5570,9499,9660,9075,2025-04-29 22:45:46,2025-04-29 23:13:46,UberPool,131.1,16.01,4.64,Completed
5914,4928,7897,9357,5465,2024-09-04 09:20:30,2024-09-04 09:32:30,UberBlack,211.17,12.54,4.01,Completed
5915,7603,2211,3624,2198,2024-06-29 15:11:29,2024-06-29 15:29:29,UberPool,393.56,13.91,4.32,Completed
5916,6744,2719,8803,9031,2025-03-30 10:52:09,2025-03-30 11:22:09,UberBlack,178.91,11.93,4.85,Completed
5917,1091,1879,341,6375,2023-10-15 16:14:25,2023-10-15 16:40:25,UberBlack,57.21,11.21,3.77,Completed
5918,6596,2770,6922,7556,2024-12-16 08:56:22,2024-12-16 09:31:22,UberPool,264.96,7.1,4.26,Completed
5919,9288,9596,6758,45,2025-02-02 03:22:09,2025-02-02 03:42:09,UberBlack,638.0,13.4,4.02,Completed
5920,9081,4110,3567,7278,2025-04-07 22:26:42,2025-04-07 23:10:42,UberX,598.1,5.38,4.14,Completed
5921,1574,7327,7323,4611,2024-03-10 02:26:44,2024-03-10 02:54:44,UberX,53.06,19.77,4.79,Completed
5922,8126,1301,7520,2424,2024-10-07 05:35:04,2024-10-07 06:06:04,UberBlack,727.77,2.84,4.8,Completed
5923,2951,2953,1024,5583,2024-07-10 12:46:53,2024-07-10 13:31:53,UberX,364.84,7.73,4.38,Completed
5924,3620,574,8070,6014,2025-02-23 08:38:52,2025-02-23 08:52:52,UberBlack,743.61,17.02,4.57,Completed
5925,1310,3429,1544,414,2024-01-10 10:48:14,2024-01-10 11:02:14,UberBlack,337.25,5.79,4.93,Completed
5926,6081,9838,8733,2358,2023-10-17 08:20:54,2023-10-17 08:47:54,UberX,723.36,4.41,4.65,Completed
5927,8784,1801,4405,843,2024-03-12 20:54:07,2024-03-12 20:59:07,UberPool,655.33,3.8,4.24,Completed
5928,7196,4667,4449,8776,2024-12-28 22:11:00,2024-12-28 22:23:00,UberBlack,427.99,11.02,3.89,Completed
5929,6620,5827,3528,7291,2025-05-06 06:28:49,2025-05-06 07:10:49,UberPool,782.53,15.26,4.99,Completed
5930,332,9010,5819,2753,2025-05-07 15:01:58,2025-05-07 15:41:58,UberX,799.73,12.7,4.67,Completed
5931,8878,6383,6211,5179,2025-04-29 08:36:39,2025-04-29 08:48:39,UberX,457.54,19.84,4.67,Completed
5932,2760,7157,3594,2707,2024-07-01 22:15:52,2024-07-01 22:34:52,UberPool,438.41,19.96,4.13,Completed
5933,9673,3824,8453,931,2025-04-27 13:53:32,2025-04-27 14:23:32,UberX,439.27,5.08,4.98,Cancelled
5934,7547,1189,84,9334,2023-08-09 21:42:32,2023-08-09 21:54:32,UberBlack,321.66,5.14,4.93,Cancelled
5935,3148,9856,7590,8842,2023-11-05 02:43:47,2023-11-05 02:51:47,UberX,448.18,9.92,4.9,Completed
5936,8710,499,9590,4223,2023-09-13 01:49:27,2023-09-13 01:58:27,UberX,294.65,18.6,4.91,No Show
5937,3160,6803,9134,1619,2024-02-18 19:51:36,2024-02-18 19:56:36,UberX,774.14,1.46,4.02,Completed
5938,2642,8434,3738,7807,2024-07-15 13:05:54,2024-07-15 13:48:54,UberPool,125.13,11.64,4.94,Completed
5939,2951,4444,7901,2605,2024-05-14 19:39:23,2024-05-14 19:49:23,UberBlack,524.25,12.45,4.26,Completed
5940,733,5577,7569,5429,2024-08-18 02:53:57,2024-08-18 03:12:57,UberBlack,175.83,15.63,4.55,No Show
5941,5137,1244,9869,3638,2025-05-06 00:05:02,2025-05-06 00:50:02,UberPool,403.26,1.92,4.49,Completed
5942,5891,3811,7578,4626,2024-05-14 19:40:08,2024-05-14 20:11:08,UberPool,297.07,18.19,4.75,Completed
5943,5649,770,4026,9346,2024-01-03 08:10:47,2024-01-03 08:17:47,UberPool,330.11,13.62,4.26,Completed
5944,9437,469,2614,8864,2023-10-02 18:23:15,2023-10-02 19:02:15,UberX,707.24,1.91,4.38,Completed
5945,5185,5858,9666,5842,2025-04-16 12:47:23,2025-04-16 13:32:23,UberX,99.27,15.71,4.83,Completed
5946,8994,9531,2516,656,2024-04-04 07:23:57,2024-04-04 07:38:57,UberX,321.07,1.88,3.84,Completed
5947,8278,8056,569,1420,2024-12-16 15:14:02,2024-12-16 15:40:02,UberPool,348.15,14.69,4.86,Completed
5948,3344,1895,1293,8916,2024-02-04 23:10:32,2024-02-04 23:32:32,UberX,427.5,4.81,4.26,Completed
5949,2117,4650,7960,7938,2023-08-13 23:35:06,2023-08-14 00:14:06,UberBlack,109.43,6.37,4.14,Cancelled
5950,5493,2340,1774,6279,2024-12-30 11:49:57,2024-12-30 12:28:57,UberBlack,210.48,2.93,4.79,Completed
5951,5680,6406,6262,4350,2025-05-03 04:31:22,2025-05-03 05:16:22,UberX,583.81,4.35,4.6,Cancelled
5952,5326,4102,4180,1414,2023-10-06 00:02:57,2023-10-06 00:45:57,UberPool,111.49,15.87,4.05,Completed
5953,7353,3085,2319,6563,2025-06-05 07:37:42,2025-06-05 07:49:42,UberX,461.15,3.71,3.96,Completed
5954,5845,3310,9280,9573,2025-05-13 04:29:47,2025-05-13 05:06:47,UberX,329.93,15.48,4.18,Completed
5955,7171,4560,7341,2319,2024-08-04 08:37:07,2024-08-04 09:07:07,UberBlack,760.9,9.94,3.78,Completed
5956,9118,1669,7819,7946,2025-03-17 09:41:12,2025-03-17 10:01:12,UberPool,313.04,14.01,4.26,Completed
5957,3663,9755,6214,4722,2023-09-24 03:46:08,2023-09-24 04:18:08,UberPool,335.59,1.73,4.96,Completed
5958,9308,84,6237,6173,2023-10-29 01:39:41,2023-10-29 02:11:41,UberX,187.53,6.12,4.12,Completed
5959,9778,7304,1856,5426,2023-09-05 15:24:37,2023-09-05 15:36:37,UberPool,582.85,4.66,4.41,Completed
5960,7433,8084,9009,9020,2024-06-05 05:42:44,2024-06-05 06:13:44,UberX,719.74,1.13,3.81,Completed
5961,2067,6901,8113,8864,2024-04-19 17:47:34,2024-04-19 18:19:34,UberPool,128.76,14.64,4.39,Completed
5962,7102,1307,9276,3062,2024-08-30 15:39:25,2024-08-30 15:56:25,UberX,543.16,17.47,3.7,No Show
5963,4313,878,2304,1609,2023-12-29 12:00:12,2023-12-29 12:23:12,UberBlack,585.67,1.4,4.19,Cancelled
5964,8649,3427,3567,6976,2024-09-19 07:28:06,2024-09-19 07:38:06,UberBlack,166.11,19.71,3.83,Completed
5965,8581,4693,968,8115,2024-05-04 00:54:20,2024-05-04 01:12:20,UberX,607.47,6.39,4.12,Completed
5966,5030,7768,7513,5692,2025-06-18 11:32:12,2025-06-18 11:49:12,UberX,248.34,7.11,4.87,Completed
5967,4275,6041,897,1422,2023-11-21 16:50:25,2023-11-21 17:18:25,UberPool,66.09,5.68,4.86,Completed
5968,3148,3145,8516,4570,2024-07-19 00:19:12,2024-07-19 00:31:12,UberPool,612.85,12.04,3.98,Completed
5969,9042,7941,936,7524,2024-07-26 02:23:51,2024-07-26 02:46:51,UberX,653.32,7.55,4.88,Completed
5970,7373,5382,3789,1330,2025-01-05 00:37:21,2025-01-05 01:11:21,UberBlack,638.96,11.28,4.93,Completed
5971,7267,4825,6942,2404,2023-11-24 15:23:06,2023-11-24 15:34:06,UberBlack,178.07,19.94,4.11,No Show
5972,7158,1177,1562,6752,2024-10-02 18:35:33,2024-10-02 19:06:33,UberBlack,93.81,12.42,3.79,Completed
5973,6501,3841,257,3109,2023-12-26 11:37:46,2023-12-26 11:45:46,UberX,257.62,2.23,3.51,Completed
5974,9712,8667,9812,1512,2025-07-21 02:01:38,2025-07-21 02:40:38,UberBlack,480.49,9.92,4.53,Completed
5975,9734,7079,223,6265,2024-09-09 00:26:07,2024-09-09 00:31:07,UberBlack,636.58,3.77,4.35,Completed
5976,2615,5510,1302,5438,2024-10-19 10:23:50,2024-10-19 11:04:50,UberPool,768.55,6.03,4.92,Completed
5977,2352,9589,3864,8671,2024-08-18 21:15:01,2024-08-18 21:40:01,UberX,314.18,4.43,4.53,Completed
5978,8295,2946,6254,4182,2025-04-08 19:23:14,2025-04-08 19:44:14,UberX,582.15,5.96,3.65,Completed
5979,6693,4331,7048,9414,2025-03-21 12:46:15,2025-03-21 13:12:15,UberX,641.97,10.62,3.66,Completed
5980,6391,3687,763,6211,2024-04-25 18:56:30,2024-04-25 19:20:30,UberX,192.18,12.33,4.72,Completed
5981,3387,5120,5910,408,2024-08-29 04:08:46,2024-08-29 04:47:46,UberX,202.91,19.01,4.81,Completed
5982,8937,419,4068,161,2024-12-03 08:00:51,2024-12-03 08:08:51,UberBlack,625.39,1.94,4.31,Completed
5983,7068,5584,2198,5465,2025-06-23 22:02:41,2025-06-23 22:40:41,UberPool,516.69,6.04,3.95,Completed
5984,3301,5302,1517,751,2024-05-16 21:58:53,2024-05-16 22:26:53,UberBlack,310.75,17.11,4.3,Completed
5985,5880,8236,4039,5063,2025-04-23 09:05:16,2025-04-23 09:26:16,UberPool,662.42,11.69,4.06,Cancelled
5986,418,424,7616,2079,2024-04-19 08:44:31,2024-04-19 09:19:31,UberPool,740.99,18.32,4.03,Completed
5987,9505,6605,7168,172,2023-10-18 17:17:36,2023-10-18 17:54:36,UberX,281.16,2.93,4.94,Completed
5988,7884,876,5092,489,2025-02-21 03:35:37,2025-02-21 04:01:37,UberX,180.02,7.79,4.81,Completed
5989,3951,1201,305,172,2023-11-17 14:26:58,2023-11-17 14:32:58,UberX,604.95,13.5,4.2,Completed
5990,9882,9389,4753,5278,2025-02-19 05:22:10,2025-02-19 05:48:10,UberPool,442.97,7.15,3.72,Completed
5991,3672,2586,7510,1059,2025-02-22 21:33:07,2025-02-22 21:49:07,UberPool,397.6,3.25,4.4,Completed
5992,7145,3873,5874,8275,2023-12-10 20:06:11,2023-12-10 20:29:11,UberPool,793.99,15.84,3.97,Completed
5993,6188,9578,6615,1222,2025-02-14 13:57:03,2025-02-14 14:24:03,UberBlack,109.63,1.25,3.56,Completed
5994,4231,9117,9092,7220,2024-02-28 13:51:24,2024-02-28 14:35:24,UberPool,230.16,6.25,4.3,Completed
5995,6379,7347,8983,1861,2024-03-12 02:15:03,2024-03-12 02:22:03,UberPool,230.26,10.07,4.96,Completed
5996,6681,5212,5316,8773,2024-11-20 08:06:11,2024-11-20 08:37:11,UberX,673.69,19.58,4.76,Completed
5997,3002,9003,2381,3490,2024-03-08 14:54:38,2024-03-08 15:20:38,UberPool,709.37,10.35,3.58,Cancelled
5998,7266,5821,7279,3769,2025-08-01 00:18:39,2025-08-01 00:42:39,UberBlack,423.9,12.4,4.68,Completed
5999,8129,9836,2660,3235,2024-09-14 18:36:53,2024-09-14 19:12:53,UberBlack,716.2,5.23,3.81,Completed
6000,9372,349,8744,7683,2025-01-21 01:20:23,2025-01-21 01:51:23,UberX,491.93,9.35,4.4,No Show
6001,6419,152,6040,2876,2024-09-01 11:13:07,2024-09-01 11:46:07,UberPool,500.23,2.99,3.88,Completed
6002,2440,2778,156,3240,2024-08-20 16:32:09,2024-08-20 17:15:09,UberX,753.96,2.07,4.51,Completed
6003,1461,8155,2041,7740,2023-09-19 20:27:53,2023-09-19 20:57:53,UberPool,719.52,18.91,4.5,Completed
6004,207,3332,6909,6086,2025-02-18 04:17:14,2025-02-18 04:24:14,UberPool,76.42,15.62,3.66,Completed
6005,8636,5726,1572,7364,2025-01-30 13:39:38,2025-01-30 14:24:38,UberPool,596.6,16.7,4.28,Completed
6006,4491,9613,2004,4508,2024-11-06 05:54:20,2024-11-06 06:00:20,UberX,367.64,14.64,3.8,Completed
6007,4248,2460,1462,3863,2024-01-18 11:58:22,2024-01-18 12:04:22,UberBlack,752.39,12.03,4.17,Completed
6008,6412,2655,5704,399,2024-03-10 21:10:20,2024-03-10 21:18:20,UberBlack,389.28,7.25,3.56,Completed
6009,2152,1719,2503,5365,2024-06-14 12:38:28,2024-06-14 13:05:28,UberX,520.67,3.33,4.36,Completed
6010,1668,3524,7209,2822,2024-07-22 03:16:06,2024-07-22 03:49:06,UberX,758.52,8.37,4.05,Cancelled
6011,4871,1919,9511,8114,2024-03-21 06:51:42,2024-03-21 07:09:42,UberX,429.18,9.07,4.56,Completed
6012,3244,1498,9125,6530,2024-12-14 16:19:16,2024-12-14 16:54:16,UberBlack,712.55,3.77,4.88,Completed
6013,3083,8913,1827,9075,2025-02-25 01:46:42,2025-02-25 02:19:42,UberBlack,675.95,1.6,4.57,Completed
