performance_id,driver_id,trip_count,average_rating,cancellation_rate,complaints_count,created_at
4813,4813,509,4.42,0.12,8,09-08-2024 23.08
4816,4816,309,4.1,0.03,12,05-11-2024 9.49
4818,4818,613,3.83,0.11,17,30-04-2025 16.55
4819,4819,903,4.91,0.03,10,15-04-2025 21.42
4820,4820,378,4.53,0.13,0,29-07-2025 0.28
4823,4823,937,4.98,0.04,9,13-09-2024 22.56
4824,4824,134,4.16,0.04,9,06-06-2025 3.55
4825,4825,348,4.28,0.1,12,26-05-2025 1.55
4828,4828,173,3.86,0.06,6,17-02-2025 18.10
4829,4829,590,4.07,0.07,10,21-12-2024 17.14
4832,4832,816,4.46,0.07,18,02-09-2024 7.24
4834,4834,303,4.97,0.03,17,18-10-2024 8.56
4835,4835,317,4.61,0.01,12,04-07-2025 22.27
4839,4839,694,4.64,0.02,7,10-10-2024 9.02
4841,4841,675,3.91,0,6,24-12-2024 0.41
4843,4843,498,4.54,0.05,11,21-04-2025 9.04
4845,4845,472,4.2,0.04,6,15-07-2025 19.48
4846,4846,671,3.96,0.14,16,14-08-2024 23.07
4847,4847,383,3.87,0.11,10,20-06-2025 18.01
4848,4848,159,4.72,0.01,3,23-12-2024 17.50
4850,4850,897,3.9,0.12,6,06-11-2024 16.59
4851,4851,375,4.49,0.06,16,01-07-2025 14.21
4852,4852,245,3.88,0.15,12,16-08-2024 21.24
4855,4855,709,4.43,0.05,4,29-10-2024 8.10
4860,4860,580,4.41,0.07,3,12-11-2024 23.21
4862,4862,760,4.8,0.08,18,08-01-2025 11.23
4864,4864,196,4.91,0.14,16,13-12-2024 9.27
4865,4865,507,4.65,0.02,8,19-02-2025 21.13
4869,4869,821,3.94,0.04,16,07-12-2024 6.06
4870,4870,419,4.81,0.03,8,24-12-2024 8.59
4878,4878,283,4.92,0.04,6,23-12-2024 12.11
4881,4881,816,4.63,0.06,19,22-05-2025 8.42
4882,4882,318,4.06,0.11,12,13-08-2024 23.54
4883,4883,926,4.52,0.14,4,27-05-2025 11.36
4884,4884,692,4.05,0.03,10,26-06-2025 4.35
4889,4889,511,4.19,0.06,4,13-10-2024 10.42
4890,4890,490,4.52,0.13,8,20-06-2025 22.35
4891,4891,412,4.67,0.13,17,22-11-2024 10.58
4892,4892,793,4.88,0.02,4,03-11-2024 8.50
4893,4893,202,3.95,0.06,19,16-05-2025 21.26
4894,4894,518,3.86,0.02,4,20-01-2025 21.44
4895,4895,944,4.17,0.06,5,17-08-2024 17.15
4898,4898,852,4.23,0.09,12,02-12-2024 9.24
4900,4900,707,4.92,0.12,1,13-09-2024 12.10
4901,4901,964,3.9,0.06,5,13-09-2024 6.41
4903,4903,141,4.48,0.03,13,19-06-2025 9.47
4907,4907,446,4.55,0.04,6,17-08-2024 18.43
4918,4918,418,4.04,0.14,17,08-11-2024 0.14
4922,4922,395,4.9,0.03,18,23-01-2025 13.55
4924,4924,617,4.46,0.03,8,20-06-2025 21.11
4926,4926,783,4.02,0.08,10,21-04-2025 15.55
4929,4929,437,4.49,0.07,4,10-11-2024 21.26
4932,4932,878,4.6,0.06,9,20-08-2024 20.32
4936,4936,131,4.9,0.1,9,11-03-2025 4.21
4938,4938,926,4.68,0.01,4,18-01-2025 1.15
4939,4939,766,4.59,0.11,11,03-06-2025 18.28
4940,4940,335,4.76,0.13,0,06-06-2025 18.53
4943,4943,231,4.51,0.1,9,23-08-2024 22.54
4945,4945,564,4.1,0.12,5,11-06-2025 18.33
4948,4948,709,4.47,0.08,20,29-05-2025 21.58
4949,4949,544,4.57,0.1,4,05-07-2025 6.31
4951,4951,269,4.92,0.13,9,23-08-2024 16.22
4954,4954,211,4.55,0.09,20,27-11-2024 16.58
4955,4955,891,4.01,0.13,15,08-04-2025 18.02
4957,4957,417,4.21,0.07,10,29-06-2025 10.12
4958,4958,770,4.9,0.12,0,09-12-2024 10.20
4959,4959,419,4.74,0.09,13,21-09-2024 15.48
4961,4961,425,4.17,0.02,6,27-09-2024 12.42
4962,4962,277,4.09,0.11,19,02-01-2025 0.39
4964,4964,708,4.52,0.15,6,23-07-2025 3.15
4969,4969,469,4.81,0.03,12,06-05-2025 10.59
4970,4970,344,4.38,0.14,19,15-01-2025 19.30
4972,4972,497,4.12,0.06,3,16-11-2024 17.48
4973,4973,892,4.86,0.15,13,23-03-2025 21.26
4974,4974,250,4.8,0.05,11,07-02-2025 9.38
4975,4975,880,3.83,0.06,9,08-03-2025 10.35
4978,4978,284,4.13,0.13,16,06-05-2025 15.47
4979,4979,925,4.73,0.14,1,18-11-2024 13.24
4981,4981,923,4.41,0.08,19,30-11-2024 20.31
4982,4982,797,4.13,0.03,1,17-07-2025 10.31
4983,4983,252,3.82,0.09,12,24-04-2025 14.16
4984,4984,487,3.95,0.11,16,29-10-2024 21.18
4988,4988,174,4.31,0.05,17,08-02-2025 5.41
4990,4990,567,4.99,0.09,6,13-05-2025 9.42
4991,4991,997,3.83,0.01,12,31-12-2024 21.35
4992,4992,744,4.03,0.02,0,29-06-2025 20.29
4995,4995,505,4.71,0.05,16,18-09-2024 22.21
4998,4998,220,3.84,0.02,7,18-08-2024 12.11
5000,5000,542,4.58,0.05,4,18-03-2025 9.47
5004,5004,345,4.19,0.05,17,01-06-2025 20.27
5006,5006,300,4.58,0.03,1,01-10-2024 15.01
5007,5007,473,4.92,0.09,2,23-12-2024 23.45
5009,5009,648,4.26,0.03,15,02-06-2025 17.33
5010,5010,921,4.84,0.08,7,13-03-2025 4.38
5013,5013,804,4.31,0.11,18,20-11-2024 20.00
5016,5016,643,4.9,0.09,1,23-11-2024 20.20
5017,5017,479,4.59,0.05,8,27-12-2024 10.20
5022,5022,915,4.41,0.08,17,04-10-2024 17.12
5024,5024,246,4.89,0.13,1,27-02-2025 18.13
5025,5025,964,4.66,0,15,14-06-2025 14.54
5028,5028,641,4.63,0.03,17,24-01-2025 0.07
5029,5029,642,4.43,0.13,15,25-06-2025 2.51
5031,5031,564,4.2,0.08,18,20-03-2025 18.43
5032,5032,128,4.4,0.04,12,24-04-2025 3.42
5033,5033,114,4.35,0.09,17,10-04-2025 0.11
5034,5034,580,4.54,0.06,10,20-06-2025 6.15
5035,5035,821,4.25,0.08,10,15-09-2024 23.03
5037,5037,412,3.8,0.09,8,17-11-2024 6.24
5040,5040,729,4.37,0.02,11,23-02-2025 19.40
5041,5041,238,3.91,0.12,18,21-02-2025 18.55
5042,5042,949,4.66,0.14,18,01-09-2024 21.24
5045,5045,265,4.82,0.13,14,18-04-2025 18.41
5046,5046,163,4.71,0.08,11,08-05-2025 7.23
5049,5049,958,4.99,0.04,13,12-07-2025 5.29
5051,5051,559,3.85,0.09,19,17-05-2025 13.56
5054,5054,735,3.83,0.02,2,24-10-2024 16.17
5055,5055,905,3.86,0.13,12,28-11-2024 12.31
5056,5056,397,4.3,0.13,11,05-06-2025 9.45
5057,5057,629,4.37,0.03,20,04-08-2025 17.36
5058,5058,359,3.93,0.04,1,10-09-2024 6.44
5059,5059,987,4.54,0.09,12,27-12-2024 21.53
5063,5063,719,4.11,0.09,14,09-02-2025 21.53
5064,5064,227,4.04,0.02,18,13-05-2025 22.10
5066,5066,270,4.91,0.08,9,23-03-2025 3.17
5067,5067,118,4.19,0.13,20,13-09-2024 1.28
5068,5068,807,4.24,0.13,18,30-03-2025 18.00
5069,5069,199,4.26,0.08,9,09-07-2025 6.32
5070,5070,423,4.46,0.03,1,28-09-2024 3.06
5071,5071,135,3.83,0.03,9,22-03-2025 4.01
5076,5076,260,4.92,0.08,19,04-09-2024 22.47
5080,5080,820,4.49,0.12,2,11-10-2024 20.53
5083,5083,535,4.45,0.01,11,16-01-2025 3.44
5085,5085,246,4.01,0.07,20,08-03-2025 20.53
5087,5087,619,4.8,0.09,17,16-11-2024 23.34
5089,5089,284,3.91,0.12,20,11-02-2025 0.25
5090,5090,646,4.09,0,15,03-05-2025 16.53
5093,5093,988,4.82,0.06,7,16-09-2024 12.43
5096,5096,893,3.94,0.05,12,02-01-2025 6.34
5098,5098,546,4.68,0.1,19,06-04-2025 20.15
5104,5104,365,4.97,0.04,7,11-02-2025 15.06
5105,5105,594,4.42,0.12,14,14-09-2024 2.27
5107,5107,940,4.57,0.15,20,02-09-2024 10.16
5110,5110,777,4.76,0.1,8,19-08-2024 15.18
5111,5111,990,4.7,0.03,0,20-08-2024 13.55
5113,5113,187,4.13,0.02,8,27-01-2025 2.43
5118,5118,870,4.91,0,20,31-03-2025 17.25
5120,5120,297,4.02,0.01,2,10-03-2025 18.34
5123,5123,121,4.84,0.14,13,20-12-2024 20.58
5125,5125,263,4.59,0.01,5,03-09-2024 14.51
5126,5126,329,4.63,0.14,17,18-07-2025 1.50
5127,5127,253,4.52,0.13,11,16-03-2025 13.39
5128,5128,334,4.65,0,18,13-10-2024 0.08
5129,5129,622,4.33,0.15,15,29-05-2025 3.55
5131,5131,907,4.79,0.08,1,06-07-2025 15.16
5132,5132,681,3.95,0.11,19,24-07-2025 19.32
5134,5134,200,4.61,0.06,14,11-04-2025 3.11
5135,5135,812,4.6,0.14,1,14-09-2024 2.12
5136,5136,699,3.93,0.06,0,01-03-2025 11.15
5138,5138,376,4.83,0.13,14,27-08-2024 14.37
5140,5140,126,4.19,0.08,4,17-11-2024 5.03
5143,5143,389,4.87,0.12,0,01-07-2025 20.30
5144,5144,133,4.66,0.02,15,05-11-2024 12.47
5145,5145,706,4.89,0.06,7,18-03-2025 4.03
5148,5148,920,4.61,0.07,5,07-06-2025 2.10
5149,5149,678,4.04,0.06,15,22-03-2025 11.19
5151,5151,804,3.97,0.03,13,21-01-2025 2.00
5154,5154,406,4.39,0.12,6,19-03-2025 3.49
5155,5155,350,4.83,0.02,12,04-10-2024 20.36
5156,5156,714,4.58,0.12,19,07-04-2025 4.08
5157,5157,644,4.53,0.14,17,10-02-2025 22.36
5159,5159,727,4.39,0.06,6,15-06-2025 9.01
5162,5162,593,4.96,0.04,3,20-09-2024 0.49
5164,5164,308,4.62,0.1,13,24-01-2025 23.30
5165,5165,720,4.4,0.03,0,21-01-2025 1.01
5168,5168,381,4.08,0.03,0,17-03-2025 12.41
5169,5169,898,4.55,0.03,14,20-10-2024 8.41
5171,5171,111,3.86,0.12,12,12-11-2024 14.30
5172,5172,341,4.02,0.11,9,28-10-2024 3.03
5173,5173,705,3.95,0.02,4,17-09-2024 10.29
5177,5177,381,4.16,0.03,1,13-07-2025 16.35
5178,5178,826,4.89,0.12,16,06-02-2025 13.58
5181,5181,495,4.16,0.06,19,25-12-2024 20.30
5182,5182,474,4.79,0.05,0,29-09-2024 4.04
5183,5183,775,4.51,0.08,18,31-10-2024 1.26
5184,5184,541,4.16,0.04,2,17-08-2024 5.14
5186,5186,924,4.38,0.02,9,21-10-2024 21.21
5188,5188,401,4.79,0.02,6,14-05-2025 2.32
5189,5189,222,4,0.14,14,29-07-2025 7.25
5190,5190,711,4.81,0.04,13,26-12-2024 21.42
5194,5194,357,4.26,0.08,13,21-04-2025 23.45
5197,5197,627,4.57,0,12,03-10-2024 10.45
5199,5199,810,4.71,0.11,9,13-01-2025 13.39
5201,5201,508,4.84,0.11,9,02-05-2025 2.18
5202,5202,760,4.83,0.13,11,07-08-2024 22.50
5203,5203,794,4.18,0.08,19,16-10-2024 0.30
5205,5205,822,4.54,0.11,16,23-07-2025 21.43
5208,5208,349,4.98,0.09,18,05-06-2025 6.14
5211,5211,836,4.11,0.11,7,19-11-2024 2.46
5212,5212,569,4.69,0.06,12,16-02-2025 10.02
5213,5213,126,3.89,0.06,0,19-01-2025 2.55
5215,5215,320,4.15,0.06,4,28-03-2025 1.41
5216,5216,817,4.26,0.04,9,31-12-2024 0.57
5219,5219,437,4.56,0.02,14,09-01-2025 16.12
5222,5222,739,4.58,0.04,16,25-07-2025 6.46
5223,5223,436,4.04,0.07,16,05-11-2024 10.34
5224,5224,675,4.36,0.01,7,18-04-2025 9.50
5225,5225,723,4.57,0.12,11,17-12-2024 12.37
5226,5226,681,4.81,0.05,0,22-07-2025 0.05
5229,5229,899,4.19,0.12,16,13-02-2025 14.45
5232,5232,532,4.54,0.11,20,19-10-2024 18.43
5235,5235,963,4.22,0.06,18,25-05-2025 8.47
5240,5240,460,3.88,0.15,14,03-12-2024 19.10
5241,5241,864,4.44,0.12,7,01-06-2025 22.31
5243,5243,135,4.92,0.1,5,16-05-2025 10.10
5245,5245,856,4.57,0.08,18,14-01-2025 12.19
5246,5246,320,4.09,0.12,20,29-09-2024 6.00
5247,5247,189,4.51,0.04,4,03-11-2024 15.04
5248,5248,846,4.76,0.13,0,15-10-2024 4.11
5250,5250,729,4.86,0.07,8,04-06-2025 7.10
5251,5251,730,4.27,0.05,4,14-07-2025 12.46
5252,5252,509,4.2,0.01,14,23-04-2025 10.38
5253,5253,637,4.77,0.03,20,22-05-2025 21.48
5254,5254,546,4.89,0.09,1,07-09-2024 9.12
5255,5255,167,4.51,0.05,8,05-01-2025 16.17
5260,5260,357,4.36,0.13,10,26-02-2025 0.45
5264,5264,859,4.44,0.13,14,05-06-2025 6.59
5266,5266,806,4.81,0.03,13,09-10-2024 14.05
5269,5269,853,4.3,0,9,24-11-2024 17.57
5270,5270,965,4.61,0.06,6,28-07-2025 10.34
5272,5272,458,3.99,0.09,1,31-05-2025 9.52
5274,5274,456,4.49,0.11,7,11-09-2024 18.31
5276,5276,698,4.76,0.13,5,19-03-2025 14.51
5278,5278,461,4.1,0.04,7,23-01-2025 0.54
5279,5279,525,4.2,0.06,1,10-12-2024 17.26
5283,5283,850,4.62,0.13,0,09-11-2024 15.08
5288,5288,918,4.94,0.07,6,26-10-2024 9.58
5291,5291,291,4.34,0.12,11,11-07-2025 6.18
5292,5292,928,4.26,0.02,10,26-09-2024 23.44
5293,5293,509,4.42,0.08,6,09-03-2025 12.37
5294,5294,220,4.66,0.15,2,04-06-2025 20.16
5295,5295,642,4.09,0.1,15,19-06-2025 18.21
5296,5296,859,4.15,0.12,11,21-11-2024 5.46
5297,5297,462,4.03,0.09,13,17-08-2024 13.44
5298,5298,381,4.86,0.02,6,20-03-2025 5.33
5299,5299,1000,3.95,0.01,20,29-10-2024 18.31
5300,5300,825,4.25,0.05,14,26-03-2025 15.47
5302,5302,758,4.82,0.02,8,13-05-2025 20.22
5304,5304,689,3.92,0.08,10,12-11-2024 18.08
5306,5306,165,4.98,0.1,17,29-09-2024 13.45
5310,5310,667,3.88,0.06,2,06-06-2025 20.26
5312,5312,332,4.07,0.08,6,07-11-2024 7.59
5313,5313,696,3.92,0.09,16,24-12-2024 0.25
5314,5314,611,3.99,0.01,4,19-06-2025 13.59
5315,5315,997,3.94,0.08,19,16-08-2024 5.41
5317,5317,213,4.5,0.04,1,25-10-2024 9.22
5318,5318,318,3.91,0.11,18,02-11-2024 0.53
5319,5319,725,4.73,0.03,10,16-10-2024 23.50
5321,5321,592,4.44,0.15,19,15-01-2025 18.11
5322,5322,381,4.13,0.15,14,09-12-2024 7.25
5323,5323,922,4.55,0.01,4,16-07-2025 6.15
5325,5325,818,4.36,0.07,11,03-07-2025 23.41
5329,5329,955,4.53,0.13,5,10-01-2025 2.30
5331,5331,610,4.19,0.14,6,19-11-2024 17.03
5333,5333,852,4.39,0.04,20,08-09-2024 16.49
5336,5336,735,4.53,0.15,8,02-03-2025 18.18
5338,5338,768,4.49,0.12,13,09-07-2025 11.03
5342,5342,349,3.87,0.11,15,13-07-2025 14.06
5344,5344,141,4.52,0.06,15,22-09-2024 3.03
5346,5346,284,4.59,0.09,15,01-01-2025 0.35
5347,5347,611,4.35,0.13,19,03-10-2024 14.19
5348,5348,141,4.38,0.09,14,24-10-2024 5.46
5350,5350,754,4.2,0.08,10,06-08-2024 18.44
5351,5351,518,4.98,0.01,3,29-07-2025 23.13
5353,5353,717,4.33,0.05,12,23-03-2025 17.04
5354,5354,867,4.38,0.13,20,07-10-2024 23.45
5355,5355,752,4.88,0.02,9,27-01-2025 7.38
5357,5357,458,4.39,0.06,11,20-08-2024 16.46
5359,5359,571,4.54,0.09,11,14-02-2025 6.44
5360,5360,728,3.9,0.05,5,19-02-2025 6.54
5361,5361,850,4.49,0.07,19,19-07-2025 11.54
5362,5362,222,4.81,0.15,1,08-04-2025 14.41
5363,5363,920,3.95,0,6,23-06-2025 0.00
5367,5367,730,4.36,0.11,1,24-04-2025 11.45
5368,5368,605,4.6,0.04,14,15-04-2025 9.14
5369,5369,438,4.84,0.12,19,02-01-2025 13.03
5370,5370,593,4.7,0.11,4,27-02-2025 5.13
5371,5371,252,4.9,0.01,16,24-03-2025 10.45
5372,5372,314,4.76,0.05,17,05-09-2024 9.19
5373,5373,409,3.97,0.11,8,21-08-2024 14.21
5375,5375,260,4.49,0.05,13,02-06-2025 18.55
5376,5376,376,4.48,0.09,2,27-04-2025 5.58
5378,5378,114,4.69,0.1,19,08-08-2024 20.13
5382,5382,262,4.35,0.02,12,10-03-2025 5.57
5384,5384,492,4.79,0.08,3,06-06-2025 23.08
5392,5392,458,4.48,0.13,6,01-02-2025 5.49
5393,5393,331,3.84,0.12,15,05-10-2024 23.41
5395,5395,574,4.57,0.1,17,27-03-2025 3.00
5396,5396,790,4.75,0.11,1,26-05-2025 18.29
5398,5398,717,4.15,0.07,10,13-10-2024 15.35
5404,5404,343,4.77,0.09,1,12-11-2024 17.32
5405,5405,433,3.97,0.05,14,04-06-2025 19.43
5406,5406,490,4.23,0.03,2,25-09-2024 15.32
5407,5407,200,4.96,0.09,20,17-03-2025 12.13
5408,5408,488,4.62,0.08,13,16-03-2025 4.41
5409,5409,674,4.9,0.11,2,19-03-2025 1.30
5410,5410,400,4.97,0.07,13,09-05-2025 5.54
5412,5412,255,4.71,0.07,2,23-08-2024 6.29
5413,5413,117,3.99,0.06,20,13-07-2025 8.28
5414,5414,584,4.3,0.07,13,06-07-2025 0.30
5415,5415,865,4.04,0.09,9,13-06-2025 1.35
5416,5416,639,4.13,0.14,13,30-12-2024 3.36
5417,5417,404,4.79,0.02,12,21-10-2024 22.06
5418,5418,802,3.96,0.1,19,13-05-2025 17.53
5421,5421,401,4.81,0.14,15,12-06-2025 1.54
5424,5424,642,4.78,0.12,4,14-06-2025 3.22
5426,5426,524,4.74,0.05,14,14-03-2025 18.45
5428,5428,580,4.26,0.06,10,22-06-2025 22.10
5430,5430,217,4.89,0.08,4,14-01-2025 18.20
5431,5431,326,4.26,0.12,18,10-02-2025 19.19
5432,5432,257,4.95,0.09,1,27-01-2025 13.30
5433,5433,130,4.39,0,6,30-10-2024 19.15
5437,5437,983,4.93,0.07,15,25-03-2025 2.28
5438,5438,681,4.2,0.01,19,05-07-2025 14.03
5441,5441,981,4,0.05,9,12-10-2024 17.39
5445,5445,440,4.24,0.04,14,06-06-2025 6.00
5447,5447,919,4.77,0.08,15,13-04-2025 23.22
5448,5448,482,4.56,0.05,17,30-10-2024 10.51
5451,5451,958,4.28,0.15,18,15-04-2025 12.20
5452,5452,806,3.93,0.11,9,02-08-2025 15.10
5459,5459,114,4.56,0.09,1,20-06-2025 21.48
5462,5462,277,3.94,0.02,11,14-10-2024 18.40
5464,5464,738,4.67,0.05,6,10-04-2025 10.20
5465,5465,472,4.08,0,0,12-12-2024 13.18
5467,5467,677,4.55,0.11,11,19-09-2024 9.45
5468,5468,427,4.06,0.03,2,21-09-2024 19.44
5470,5470,224,4.56,0.06,11,08-10-2024 20.58
5473,5473,129,4.95,0.08,9,12-01-2025 22.56
5475,5475,271,4.73,0.04,2,03-06-2025 8.52
5476,5476,754,4.7,0.11,14,16-02-2025 14.14
5480,5480,407,3.84,0.11,6,24-04-2025 9.09
5483,5483,308,4.94,0.02,9,26-10-2024 12.11
5485,5485,198,3.83,0.05,12,06-11-2024 6.13
5486,5486,147,4.74,0.08,14,04-06-2025 22.45
5487,5487,345,4.49,0.03,13,09-09-2024 18.38
5489,5489,741,3.82,0.09,20,10-07-2025 0.21
5495,5495,580,4.25,0.11,16,24-01-2025 4.51
5496,5496,789,4.57,0.07,8,11-06-2025 19.51
5498,5498,526,4.02,0.05,9,03-05-2025 13.16
5500,5500,920,3.99,0.02,12,22-11-2024 8.16
5501,5501,419,4.58,0.1,9,01-11-2024 17.10
5504,5504,406,4.59,0.1,2,21-08-2024 22.26
5505,5505,705,4.84,0.1,18,07-09-2024 11.18
5506,5506,450,4.62,0.11,11,10-02-2025 6.37
5508,5508,745,4.38,0.12,7,02-09-2024 3.11
5510,5510,191,4.14,0.02,20,14-06-2025 10.11
5511,5511,536,3.81,0.05,20,05-07-2025 0.21
5513,5513,359,3.88,0,3,20-06-2025 18.40
5517,5517,939,3.85,0.07,16,13-03-2025 18.22
5524,5524,211,3.87,0.14,17,24-03-2025 9.19
5527,5527,402,4.2,0.09,4,04-07-2025 16.18
5531,5531,249,4.85,0.08,18,11-05-2025 10.30
5532,5532,296,4.23,0.13,5,31-08-2024 21.40
5533,5533,789,3.94,0.04,5,26-06-2025 13.06
5534,5534,747,4.12,0.08,2,22-08-2024 1.33
5535,5535,127,3.86,0.02,9,09-01-2025 21.53
5537,5537,496,3.88,0.12,19,07-12-2024 22.37
5538,5538,425,4.28,0.11,17,29-08-2024 19.14
5543,5543,860,3.86,0.04,6,19-05-2025 18.08
5545,5545,449,3.85,0.02,16,02-05-2025 20.55
5547,5547,662,4.37,0.06,7,03-02-2025 6.02
5548,5548,356,4.26,0.04,10,15-05-2025 7.43
5549,5549,799,4.48,0.02,2,25-06-2025 17.49
5551,5551,318,4.17,0.02,7,30-11-2024 6.58
5552,5552,148,3.91,0.02,4,15-12-2024 1.05
5554,5554,863,4.34,0.06,20,25-06-2025 15.03
5560,5560,503,4.87,0.04,18,24-06-2025 11.05
5561,5561,192,4.06,0.02,20,07-03-2025 18.04
5563,5563,165,4.04,0.1,2,20-08-2024 11.04
5564,5564,148,4.87,0.02,3,31-03-2025 17.43
5566,5566,419,4.28,0.02,5,05-06-2025 1.02
5567,5567,671,4.42,0.05,20,29-03-2025 3.21
5568,5568,180,4.96,0.11,3,03-02-2025 13.47
5569,5569,518,4.05,0.14,17,29-11-2024 6.51
5572,5572,664,4.61,0.02,20,08-07-2025 10.26
5574,5574,280,3.93,0.04,14,20-07-2025 19.07
5575,5575,165,4.03,0.12,11,06-09-2024 13.25
5576,5576,805,3.94,0.11,9,16-07-2025 2.09
5577,5577,254,3.83,0.14,10,16-01-2025 6.08
5579,5579,279,3.82,0.11,2,22-11-2024 22.36
5580,5580,704,4.07,0.12,1,19-05-2025 13.40
5582,5582,611,4.73,0.15,16,29-03-2025 19.38
5583,5583,709,4.75,0.07,8,11-10-2024 22.33
5584,5584,607,4.71,0.13,10,26-01-2025 4.20
5585,5585,947,4.86,0.06,0,31-10-2024 21.55
5589,5589,390,4.64,0,14,14-08-2024 3.34
5590,5590,662,4.27,0.12,7,15-12-2024 15.59
5591,5591,145,4.58,0.06,11,03-08-2025 12.25
5592,5592,420,4.98,0.08,9,16-12-2024 11.43
5598,5598,704,4.51,0.1,3,19-03-2025 17.28
5599,5599,619,4.92,0.04,14,25-10-2024 9.47
5601,5601,987,3.94,0.12,2,18-09-2024 13.13
5606,5606,648,4.9,0.12,11,31-03-2025 0.41
5609,5609,262,3.84,0.06,8,24-11-2024 6.04
5611,5611,466,4.41,0,1,22-09-2024 20.22
5613,5613,589,4.89,0.02,12,23-07-2025 5.39
5614,5614,861,4.61,0.09,1,29-07-2025 3.43
5615,5615,761,4.18,0.09,0,11-01-2025 10.28
5617,5617,182,4.54,0.03,6,26-08-2024 16.58
5618,5618,582,4.41,0.09,8,07-04-2025 15.41
5621,5621,886,3.84,0.02,15,30-09-2024 15.17
5622,5622,533,4.82,0.03,5,14-09-2024 0.53
5624,5624,289,4.57,0.08,16,07-03-2025 14.15
5626,5626,732,4.32,0.04,2,10-09-2024 10.44
5629,5629,635,3.85,0.13,1,13-05-2025 17.05
5630,5630,535,4.51,0.01,14,13-10-2024 7.18
5631,5631,603,4.76,0.02,16,21-03-2025 19.10
5632,5632,206,4.24,0.11,6,20-03-2025 14.01
5633,5633,444,4.85,0.09,19,24-12-2024 4.47
5634,5634,846,3.96,0.1,17,15-04-2025 21.27
5635,5635,529,4.63,0.06,20,01-02-2025 11.29
5637,5637,664,4.15,0.04,20,05-07-2025 11.11
5638,5638,469,4.98,0.06,14,20-02-2025 12.33
5639,5639,735,4.42,0.12,5,20-12-2024 17.40
5641,5641,788,4.59,0.03,7,06-03-2025 10.39
5643,5643,574,4.01,0.06,15,31-03-2025 2.58
5647,5647,956,4.54,0.14,1,26-07-2025 15.53
5648,5648,388,4.52,0.01,8,07-08-2024 0.15
5650,5650,890,4.03,0.11,1,18-08-2024 19.08
5652,5652,918,4.12,0.02,10,27-04-2025 2.28
5656,5656,764,3.89,0.05,16,02-09-2024 21.42
5657,5657,586,4.06,0.02,16,15-01-2025 14.12
5659,5659,593,4.58,0.04,16,27-01-2025 14.20
5662,5662,507,4.19,0.1,4,10-03-2025 15.05
5663,5663,738,4.89,0.12,6,11-08-2024 0.23
5664,5664,945,4.86,0.01,8,18-06-2025 15.38
5667,5667,513,4.47,0.03,9,22-01-2025 14.15
5670,5670,817,3.92,0.08,13,23-10-2024 7.48
5671,5671,222,4.44,0.06,20,28-03-2025 21.14
5672,5672,987,4.83,0.06,12,14-12-2024 10.13
5676,5676,771,4.83,0.04,4,07-01-2025 12.01
5677,5677,561,3.87,0.02,17,07-04-2025 22.08
5678,5678,676,4.02,0.05,19,25-05-2025 14.28
5679,5679,650,4.67,0.03,17,30-09-2024 16.22
5681,5681,822,4.22,0.07,2,31-10-2024 0.05
5683,5683,659,4.04,0.07,10,25-05-2025 12.37
5684,5684,522,4.12,0.08,3,27-06-2025 18.22
5685,5685,896,4.67,0.03,15,31-05-2025 12.28
5688,5688,487,3.98,0.08,11,03-03-2025 0.14
5689,5689,407,4.91,0.1,16,11-09-2024 4.52
5690,5690,540,4.82,0.04,0,03-06-2025 11.39
5692,5692,237,4.54,0.02,19,08-10-2024 13.21
5693,5693,489,4.84,0.06,9,03-02-2025 2.58
5695,5695,212,4.41,0.07,16,25-05-2025 7.35
5697,5697,385,4.21,0.05,9,26-04-2025 20.03
5702,5702,642,4.85,0.05,16,09-06-2025 3.05
5703,5703,605,4.52,0.06,6,13-02-2025 10.13
5704,5704,647,3.9,0.03,5,03-03-2025 9.38
5705,5705,134,4.37,0.11,4,16-11-2024 0.36
5707,5707,154,4.75,0.13,6,07-06-2025 9.16
5709,5709,908,4.51,0.02,2,24-08-2024 9.33
5710,5710,650,4.52,0.06,0,17-09-2024 2.35
5716,5716,762,4.86,0.07,15,06-01-2025 12.31
5717,5717,388,4.02,0.12,8,29-05-2025 18.58
5721,5721,740,4.83,0.06,8,19-05-2025 21.04
5724,5724,533,3.91,0.12,8,10-03-2025 2.26
5726,5726,393,4.04,0.08,12,16-02-2025 2.00
5727,5727,919,4.06,0.03,2,02-05-2025 4.09
5728,5728,360,3.89,0.1,10,01-04-2025 1.11
5732,5732,339,4.28,0.1,11,30-06-2025 2.15
5733,5733,282,4.21,0.09,20,08-02-2025 18.29
5736,5736,849,4.73,0.03,10,19-07-2025 9.18
5738,5738,321,4.22,0.05,15,29-09-2024 20.23
5741,5741,443,4.85,0.04,6,28-04-2025 6.27
5742,5742,405,4.87,0.12,6,04-06-2025 0.30
5743,5743,929,4.94,0.1,8,25-01-2025 8.13
5744,5744,728,4.06,0.1,2,03-12-2024 2.57
5747,5747,631,4.94,0.03,11,01-03-2025 15.51
5748,5748,982,4.11,0.04,20,21-12-2024 2.59
5749,5749,480,4.62,0.08,6,30-12-2024 17.09
5751,5751,832,4.36,0.11,0,04-09-2024 23.58
5752,5752,266,4.32,0.05,8,29-10-2024 11.58
5754,5754,562,4.77,0.03,12,02-01-2025 17.15
